leaflet width,leaflet length ,stipels ,imbricate  calyx,habit,brachyblasts ,fruit winged perpendicular to valves,habitat ,species
7.7,12.1,0,1,2,1,0,0,M. suddeei
6.4,9.5,0,1,2,1,0,0,M. suddeei
5.7,9.8,0,1,2,1,0,0,M. suddeei
6.4,13.1,0,1,2,1,0,0,M. suddeei
5.6,10.4,0,1,2,1,0,0,M. suddeei
4.8,7.7,0,1,2,1,0,0,M. suddeei
5.6,9.1,0,1,2,1,0,0,M. suddeei
5.9,11,0,1,2,1,0,0,M. suddeei
5.5,10.1,0,1,2,1,0,0,M. suddeei
8.1,17.1,0,1,2,1,0,0,M. suddeei
5.7,11.1,0,1,2,1,0,0,M. suddeei
5.8,8.1,0,1,2,1,0,0,M. suddeei
4.7,6,0,1,2,1,0,0,M. suddeei
6.2,11.4,0,1,2,1,0,0,M. suddeei
